index	1	0.004498688082
United_States_09d4	2	0.000360343340
Geographic_coordinate_system	3	0.000291255463
Biography	4	0.000246859902
2007	5	0.000211326870
France	6	0.000152490575
2008	7	0.000134124526
Biological_classification	8	0.000133924724
United_Kingdom_5ad7	9	0.000132858687
Music_genre	10	0.000130620301
Record_label	11	0.000129239463
England	12	0.000116770228
2006	13	0.000115482483
Canada	14	0.000100323212
2005	15	0.000092750789
Internet_Movie_Database_7ea7	16	0.000091924308
Binomial_nomenclature	17	0.000087250235
India	18	0.000080936329
Australia	19	0.000080413921
Personal_name	20	0.000080323427
Germany	21	0.000077530865
Departments_of_France_f3ab	22	0.000075899747
Studio_album	23	0.000073629334
Village	24	0.000070296402
2004	25	0.000069121299
Football_%28soccer%29	26	0.000067491468
Japan	27	0.000067415616
Record_producer	28	0.000064950026
English_language	29	0.000058742136
Politician	30	0.000056847001
Conservation_status	31	0.000056816445
2003	32	0.000056469883
Animal	33	0.000049984145
Population_density	34	0.000049946733
2001	35	0.000049712479
London	36	0.000049449791
Europe	37	0.000049027951
Italy	38	0.000048586435
World_War_II_d045	39	0.000048037264
Website	40	0.000047844515
Album	41	0.000047637777
Romania	42	0.000047032176
2002	43	0.000046826099
Metre	44	0.000046805690
Wiktionary	45	0.000046024175
Time_zone	46	0.000043240567
1999	47	0.000043214602
2000	48	0.000043075700
Public_domain	49	0.000042094479
Plant	50	0.000040888418
Square_mile	51	0.000039442980
Elevation	52	0.000039164919
Actor	53	0.000039050693
Spain	54	0.000038875566
Area	55	0.000038095104
Square_kilometer	56	0.000038016728
1998	57	0.000036580534
Digital_object_identifier	58	0.000036447019
Poland	59	0.000036297575
Population	60	0.000036186048
Flowering_plant	61	0.000036079420
New_York_City_1428	62	0.000036004104
New_York_3da4	63	0.000035960557
California	64	0.000035673770
Sweden	65	0.000035583025
Scotland	66	0.000035514483
Television	67	0.000035416856
Film	68	0.000034976508
China	69	0.000034797809
Norway	70	0.000034616926
Animalia	71	0.000034416254
Russia	72	0.000033471307
1997	73	0.000033176178
Brazil	74	0.000033151090
1996	75	0.000032135971
List_of_countries	76	0.000031880881
Chordata	77	0.000031754149
New_Zealand_2311	78	0.000031390822
All_Music_Guide_0e49	79	0.000030859461
Writer	80	0.000030790272
Foot_%28unit_of_length%29	81	0.000030734391
Census	82	0.000029948332
Building	83	0.000029913767
Netherlands	84	0.000029843410
1995	85	0.000029613337
School	86	0.000029611054
Tributary	87	0.000029609127
Magnoliopsida	88	0.000029140406
Ireland	89	0.000029003630
Endemism	90	0.000027490197
1994	91	0.000026873175
Rock_music	92	0.000026809054
Poet	93	0.000026511649
Single_%28music%29	94	0.000026246362
1982	95	0.000025982004
USA_f75d	96	0.000025833792
1992	97	0.000025756328
1991	98	0.000025576575
1990	99	0.000025348462
Paris	100	0.000025300140
